0,280.416006
24.892,272.287992
49.784,265.429999
74.676001,258.825996
99.568001,250.190001
124.460001,241.554006
149.352001,228.09201
174.244001,216.407992
199.136002,205.740005
224.028002,186.944004
248.920002,176.783998
273.812002,159.765998
298.704002,143.256003
323.596003,124.206
348.488003,104.140001
373.380003,86.360001
398.272003,63.499999
423.164003,38.608001
448.056004,-25400
472.948004,-25400
497.840004,-25400
522.732004,-25400
547.624004,-25400
572.516005,-25400
597.408005,-25400
622.300005,-25400
647.192005,-25400
672.084005,-25400
696.976006,-25400
721.868006,-25400
746.760006,-25400
771.652006,-25400
796.544006,-25400
821.436007,-25400
846.328007,-25400
871.220007,-25400
896.112007,-25400
921.004007,-25400
945.896008,-25400
970.788008,-25400
995.680008,-25400
1020.572008,-25400
1045.464008,-25400
1070.356009,-25400
1095.248009,-25400
1120.140009,-25400
1145.032009,-25400
1169.924009,-25400
1194.81601,-25400
1219.70801,-25400
1244.60001,120.395994
1269.49201,138.430001
1294.38401,-25400
1319.276011,-25400
1344.168011,185.927996
1369.060011,197.866005
1393.952011,209.549999
1418.844011,220.218009
1443.736012,228.09201
1468.628012,239.776004
1493.520012,245.61799
1518.412012,252.221993
1543.304012,258.825996
1568.196012,262.381999
1593.088013,268.477998
1617.980013,271.272008
1642.872013,273.303999
1667.764013,275.335991
1692.656013,277.368007
1717.548014,278.383991
1742.440014,278.383991
1767.332014,277.368007
1792.224014,274.320007
1817.116014,274.320007
1842.008015,270.50999
1866.900015,265.429999
1891.792015,260.603997
1916.684015,255.016002
1941.576015,249.428007
1966.468016,241.554006
1991.360016,232.918011
2016.252016,223.266009
2041.144016,212.597998
2066.036016,200.914004
2090.928017,186.944004
2115.820017,174.244002
2140.712017,160.781994
2165.604017,144.271999
2190.496017,-25400
2215.388018,-25400
2240.280018,-25400
2265.172018,-25400
2290.064018,-25400
2314.956018,-25400
2339.848019,-25400
2364.740019,-25400
2389.632019,-25400
2414.524019,-25400
2439.416019,-25400
2464.30802,-25400
2489.20002,-25400
2514.09202,-25400
2538.98402,-25400
2563.87602,-25400
2588.768021,-25400
2613.660021,-25400
2638.552021,-25400
2663.444021,-25400
2688.336021,-25400
2713.228022,-25400
2738.120022,-25400
2763.012022,-25400
2787.904022,-25400
2812.796022,-25400
2837.688023,-25400
2862.580023,-25400
2887.472023,-25400
2912.364023,-25400
2937.256023,-25400
2962.148024,-25400
2987.040024,-25400
3011.932024,-25400
3036.824024,-25400
3061.716024,-25400
3086.608025,-25400
3111.500025,-25400
3136.392025,-25400
3161.284025,-25400
3186.176025,-25400
3211.068026,-25400
3235.960026,-25400
3260.852026,-25400
3285.744026,-25400
3310.636026,-25400
3335.528027,-25400
3360.420027,-25400
3385.312027,-25400
3410.204027,-25400
3435.096027,-25400
3459.988028,-25400
3484.880028,-25400
3509.772028,-25400
3534.664028,-25400
3559.556028,-25400
3584.448029,-25400
3609.340029,-25400
3634.232029,-25400
3659.124029,-25400
3684.016029,-25400
3708.90803,-25400
3733.80003,-25400
3758.69203,-25400
3783.58403,-25400
3808.47603,-25400
3833.368031,-25400
3858.260031,-25400
3883.152031,-25400
3908.044031,-25400
3932.936031,-25400
3957.828032,-25400
3982.720032,-25400
4007.612032,-25400
4032.504032,-25400
4057.396032,-25400
4082.288033,-25400
4107.180033,-25400
4132.072033,-25400
4156.964033,-25400
4181.856033,-25400
4206.748034,-25400
4231.640034,-25400
4256.532034,-25400
4281.424034,-25400
4306.316034,-25400
4331.208035,-25400
4356.100035,-25400
4380.992035,-25400
4405.884035,-25400
4430.776035,-25400
4455.668036,-25400
4480.560036,38.608001
4505.452036,54.101998
4530.344036,77.469999
4555.236036,104.140001
4580.128036,123.190004
4605.020037,143.256003
4629.912037,160.781994
4654.804037,183.133999
4679.696037,200.914004
4704.588037,219.455991
4729.480038,233.933995
4754.372038,245.61799
4779.264038,264.413991
4804.156038,273.303999
4829.048038,286.512005
4853.940039,292.100001
4878.832039,303.275991
4903.724039,306.323991
4928.616039,320.04
4953.508039,321.818002
4978.40004,329.437989
5003.29204,335.279998
5028.18404,336.041992
5053.07604,338.836002
5077.96804,347.471996
5102.860041,345.693995
5127.752041,338.074008
5152.644041,340.867993
5177.536041,345.693995
5202.428041,342.645995
5227.320042,348.488004
5252.212042,352.552011
5277.104042,338.074008
5301.996042,333.248006
5326.888042,327.660011
5351.780043,321.818002
5376.672043,324.866002
5401.564043,319.023993
5426.456043,311.149992
5451.348043,302.513997
5476.240044,291.083993
5501.132044,279.399998
5526.024044,269.494006
5550.916044,261.620005
5575.808044,243.585998
5600.700045,230.885996
5625.592045,220.218009
5650.484045,203.962004
5675.376045,186.944004
5700.268045,164.592
5725.160046,147.319998
5750.052046,124.206
5774.944046,103.124005
5799.836046,80.517998
5824.728046,54.101998
5849.620047,-25400
5874.512047,-25400
5899.404047,-25400
5924.296047,-25400
5949.188047,-25400
5974.080048,-25400
5998.972048,-25400
6023.864048,-25400
6048.756048,-25400
6073.648048,-25400
6098.540049,-25400
6123.432049,-25400
6148.324049,-25400
6173.216049,-25400
6198.108049,-25400
6223.00005,-25400
6247.89205,-25400
6272.78405,-25400
6297.67605,-25400
6322.56805,-25400
6347.460051,-25400
6372.352051,-25400
6397.244051,-25400
6422.136051,41.656001
6447.028051,66.547998
6471.920052,97.282002
6496.812052,120.395994
6521.704052,140.462005
6546.596052,160.781994
6571.488052,176.022004
6596.380053,193.801997
6621.272053,205.740005
6646.164053,222.250001
6671.056053,236.728005
6695.948053,249.428007
6720.840054,260.603997
6745.732054,270.50999
6770.624054,280.416006
6795.516054,282.956002
6820.408054,295.656004
6845.300055,302.513997
6870.192055,310.134008
6895.084055,313.944001
6919.976055,318.008009
6944.868055,323.849994
6969.760056,327.660011
6994.652056,330.453997
7019.544056,332.231999
7044.436056,333.248006
7069.328056,333.248006
7094.220057,332.231999
7119.112057,332.231999
7144.004057,333.248006
7168.896057,329.437989
7193.788057,326.644003
7218.680058,323.849994
7243.572058,320.04
7268.464058,313.944001
7293.356058,307.086008
7318.248058,300.482005
7343.140059,293.878002
7368.032059,284.734004
7392.924059,277.368007
7417.816059,265.429999
7442.708059,255.777996
7467.60006,242.56999
7492.49206,229.107994
7517.38406,213.614006
7542.27606,197.866005
7567.16806,180.594003
7592.060061,161.798002
7616.952061,145.287994
7641.844061,119.379998
7666.736061,98.044001
7691.628061,74.421999
7716.520061,54.863998
7741.412062,-25400
7766.304062,-25400
